id,target,name,rel,x,y
0pu9LAsUMg8nhMK1hmiM5b,1Zp054Jc86WVKCxKEqZGOA,0pu9LAsUMg8nhMK1hmiM5b,0pu9LAsUMg8nhMK1hmiM5b-->1Zp054Jc86WVKCxKEqZGOA,2.2549726963043213,-241.72862243652344
0pu9LAsUMg8nhMK1hmiM5b,4XMc1qHObZ7aXQrH5MmbjK,0pu9LAsUMg8nhMK1hmiM5b,0pu9LAsUMg8nhMK1hmiM5b-->4XMc1qHObZ7aXQrH5MmbjK,2.2549726963043213,-241.72862243652344
5SHxzwjek1Pipl1Yk11UHv,6hl5k4gLl1p3sjhHcb57t2,5SHxzwjek1Pipl1Yk11UHv,5SHxzwjek1Pipl1Yk11UHv-->6hl5k4gLl1p3sjhHcb57t2,-1.111132264137268,-14.93438720703125
5SHxzwjek1Pipl1Yk11UHv,58bHgbHOExsHSOGlf0uUkL,5SHxzwjek1Pipl1Yk11UHv,5SHxzwjek1Pipl1Yk11UHv-->58bHgbHOExsHSOGlf0uUkL,-1.111132264137268,-14.93438720703125
5SHxzwjek1Pipl1Yk11UHv,4fgXfJCQnK6c44u4KzAtQP,5SHxzwjek1Pipl1Yk11UHv,5SHxzwjek1Pipl1Yk11UHv-->4fgXfJCQnK6c44u4KzAtQP,-1.111132264137268,-14.93438720703125
5SHxzwjek1Pipl1Yk11UHv,1eIoJGCu3rShrRm2wfOhN8,5SHxzwjek1Pipl1Yk11UHv,5SHxzwjek1Pipl1Yk11UHv-->1eIoJGCu3rShrRm2wfOhN8,-1.111132264137268,-14.93438720703125
6hk7Yq1DU9QcCCrz9uc0Ti,7bcbShaqKdcyjnmv4Ix8j6,6hk7Yq1DU9QcCCrz9uc0Ti,6hk7Yq1DU9QcCCrz9uc0Ti-->7bcbShaqKdcyjnmv4Ix8j6,-154.47216796875,114.47357177734375
6hk7Yq1DU9QcCCrz9uc0Ti,2AsusXITU8P25dlRNhcAbG,6hk7Yq1DU9QcCCrz9uc0Ti,6hk7Yq1DU9QcCCrz9uc0Ti-->2AsusXITU8P25dlRNhcAbG,-154.47216796875,114.47357177734375
6hk7Yq1DU9QcCCrz9uc0Ti,6ueGR6SWhUJfvEhqkvMsVs,6hk7Yq1DU9QcCCrz9uc0Ti,6hk7Yq1DU9QcCCrz9uc0Ti-->6ueGR6SWhUJfvEhqkvMsVs,-154.47216796875,114.47357177734375
6hk7Yq1DU9QcCCrz9uc0Ti,59pWgeY26Q6yJy37QvJflh,6hk7Yq1DU9QcCCrz9uc0Ti,6hk7Yq1DU9QcCCrz9uc0Ti-->59pWgeY26Q6yJy37QvJflh,-154.47216796875,114.47357177734375
6DIS6PRrLS3wbnZsf7vYic,0MlOPi3zIDMVrfA9R04Fe3,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->0MlOPi3zIDMVrfA9R04Fe3,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,3RbyaF3Pq6iDUKNp04AIcU,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->3RbyaF3Pq6iDUKNp04AIcU,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,2eam0iDomRHGBypaDQLwWI,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->2eam0iDomRHGBypaDQLwWI,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,0YhUSm86okLWldQVwJkLlP,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->0YhUSm86okLWldQVwJkLlP,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,3kVUvbeRdcrqQ3oHk5hPdx,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->3kVUvbeRdcrqQ3oHk5hPdx,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,42vg2T0Xg9yPaAgogJzoQH,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->42vg2T0Xg9yPaAgogJzoQH,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,6ejhZKxWJr9apHAzj74DHv,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->6ejhZKxWJr9apHAzj74DHv,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,716ZwtZBmwROBXcFmCzfdM,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->716ZwtZBmwROBXcFmCzfdM,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,6AGUQK1EWK6nvN4pLIDQDQ,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->6AGUQK1EWK6nvN4pLIDQDQ,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,4j56EQDQu5XnL7R3E9iFJT,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->4j56EQDQu5XnL7R3E9iFJT,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,4AcHt3JxKy59IX7JNNlZn4,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->4AcHt3JxKy59IX7JNNlZn4,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,5WId4o5jdGVhptNU0uqKxu,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->5WId4o5jdGVhptNU0uqKxu,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,1dWEYMPtNmvSVaDNLgB6NV,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->1dWEYMPtNmvSVaDNLgB6NV,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,5ivCbtrcD5N4rD337xIb2z,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->5ivCbtrcD5N4rD337xIb2z,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,0L8jXe7QeS9oYUoXbANmX4,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->0L8jXe7QeS9oYUoXbANmX4,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,4iiQabGKtS2RtTKpVkrVTw,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->4iiQabGKtS2RtTKpVkrVTw,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,0RpddSzUHfncUWNJXKOsjy,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->0RpddSzUHfncUWNJXKOsjy,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,3nUbzTTtP2w4HqvT5y5vkV,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->3nUbzTTtP2w4HqvT5y5vkV,61.970680236816406,-288.44390869140625
6DIS6PRrLS3wbnZsf7vYic,7gjAu1qr5C2grXeQFFOGeh,6DIS6PRrLS3wbnZsf7vYic,6DIS6PRrLS3wbnZsf7vYic-->7gjAu1qr5C2grXeQFFOGeh,61.970680236816406,-288.44390869140625
0Wkm45quqfx3NepJpXDvwE,4OOlG5eBXSkSAAEeKjJb5Y,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->4OOlG5eBXSkSAAEeKjJb5Y,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,5VF0YkVLeVD4ytyiyVSIiF,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->5VF0YkVLeVD4ytyiyVSIiF,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,59pWgeY26Q6yJy37QvJflh,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->59pWgeY26Q6yJy37QvJflh,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,5xeBMeW0YzWIXSVzAxhM8O,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->5xeBMeW0YzWIXSVzAxhM8O,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,6OqhFYFJDnBBHas02HopPT,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->6OqhFYFJDnBBHas02HopPT,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,0asVlqTLu3TimnYVyY5Jxi,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->0asVlqTLu3TimnYVyY5Jxi,-137.4960479736328,124.2850341796875
0Wkm45quqfx3NepJpXDvwE,4wXchxfTTggLtzkoUhO86Q,0Wkm45quqfx3NepJpXDvwE,0Wkm45quqfx3NepJpXDvwE-->4wXchxfTTggLtzkoUhO86Q,-137.4960479736328,124.2850341796875
1FgsVeOhRYuSw2ghkIXV0A,3DFoVPonoAAt4EZ1FEI8ue,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->3DFoVPonoAAt4EZ1FEI8ue,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,3RbyaF3Pq6iDUKNp04AIcU,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->3RbyaF3Pq6iDUKNp04AIcU,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,4iiQabGKtS2RtTKpVkrVTw,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->4iiQabGKtS2RtTKpVkrVTw,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,1UfzhwcOR4yfX7yHTPfC9m,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->1UfzhwcOR4yfX7yHTPfC9m,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,6ZUjdwG0NvY6MT7vvmluhV,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->6ZUjdwG0NvY6MT7vvmluhV,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,5ApQnMT6oR8eLguf24xb9S,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->5ApQnMT6oR8eLguf24xb9S,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,67Dg546QfThu4PuanvFD8y,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->67Dg546QfThu4PuanvFD8y,186.69078063964844,-264.6724853515625
1FgsVeOhRYuSw2ghkIXV0A,7xSEWLsywYbocdtt3xsQsU,1FgsVeOhRYuSw2ghkIXV0A,1FgsVeOhRYuSw2ghkIXV0A-->7xSEWLsywYbocdtt3xsQsU,186.69078063964844,-264.6724853515625
4Ui2kfOqGujY81UcPrb5KE,4NZvixzsSefsNiIqXn0NDe,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->4NZvixzsSefsNiIqXn0NDe,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,7bcbShaqKdcyjnmv4Ix8j6,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->7bcbShaqKdcyjnmv4Ix8j6,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,2AmfMGi3WZMxqFDHissIAe,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->2AmfMGi3WZMxqFDHissIAe,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,2eam0iDomRHGBypaDQLwWI,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->2eam0iDomRHGBypaDQLwWI,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,6sFIWsNpZYqfjUpaCgueju,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->6sFIWsNpZYqfjUpaCgueju,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,2ueoLVCXQ948OfhVvAy3Nn,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->2ueoLVCXQ948OfhVvAy3Nn,69.7260971069336,74.45101165771484
4Ui2kfOqGujY81UcPrb5KE,6beUvFUlKliUYJdLOXNj9C,4Ui2kfOqGujY81UcPrb5KE,4Ui2kfOqGujY81UcPrb5KE-->6beUvFUlKliUYJdLOXNj9C,69.7260971069336,74.45101165771484
7FhRUp59cBzPaxobsRY1Nc,4wYk01oPJNfaEssVFL46oQ,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->4wYk01oPJNfaEssVFL46oQ,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,1ikg4sypcURm8Vy5GP68xb,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->1ikg4sypcURm8Vy5GP68xb,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,3VAxb3UskTNiHAKh4UeOEv,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->3VAxb3UskTNiHAKh4UeOEv,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,1anAI9P9iSzc9qzLv6AtHZ,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->1anAI9P9iSzc9qzLv6AtHZ,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,2OK16hAFRHoJiFZKeZe8A8,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->2OK16hAFRHoJiFZKeZe8A8,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,4ZeB1hzT2mSZrf7wszOqHs,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->4ZeB1hzT2mSZrf7wszOqHs,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,5ApQnMT6oR8eLguf24xb9S,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->5ApQnMT6oR8eLguf24xb9S,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,4hz8tIajF2INpgM0qzPJz2,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->4hz8tIajF2INpgM0qzPJz2,210.37869262695312,-117.42428588867188
7FhRUp59cBzPaxobsRY1Nc,3S4d3YRNGg2OhnNm3QvfhA,7FhRUp59cBzPaxobsRY1Nc,7FhRUp59cBzPaxobsRY1Nc-->3S4d3YRNGg2OhnNm3QvfhA,210.37869262695312,-117.42428588867188
0asVlqTLu3TimnYVyY5Jxi,2ueoLVCXQ948OfhVvAy3Nn,0asVlqTLu3TimnYVyY5Jxi,0asVlqTLu3TimnYVyY5Jxi-->2ueoLVCXQ948OfhVvAy3Nn,-115.09619903564453,75.06326293945312
0asVlqTLu3TimnYVyY5Jxi,5VF0YkVLeVD4ytyiyVSIiF,0asVlqTLu3TimnYVyY5Jxi,0asVlqTLu3TimnYVyY5Jxi-->5VF0YkVLeVD4ytyiyVSIiF,-115.09619903564453,75.06326293945312
