label,x,y,id,attributes,color,size,artist
0du5cEVh5yTK9QJze8zA0C,-1048.718994140625,1400.2012939453125,0du5cEVh5yTK9QJze8zA0C,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Bruno Mars
1dWEYMPtNmvSVaDNLgB6NV,184.50210571289062,-416.8663024902344,1dWEYMPtNmvSVaDNLgB6NV,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Saint Motel
0pCNk4D3E2xtszsm6hMsWr,20.40911102294922,-453.4418640136719,0pCNk4D3E2xtszsm6hMsWr,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,K.Flay
0aeLcja6hKzb7Uz2ou7ulP,325.7923583984375,672.6673583984375,0aeLcja6hKzb7Uz2ou7ulP,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Noah And The Whale
2LOwKJMjuv7VsprtYaFzl0,-992.3583984375,-74.19623565673828,2LOwKJMjuv7VsprtYaFzl0,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,IDER
5DK8eK7fjvRsziXzyr3sFA,-189.6002655029297,-736.2002563476562,5DK8eK7fjvRsziXzyr3sFA,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Moon Taxi
5VsOThWOagH8C8gCvIy13k,734.8694458007812,-51.654788970947266,5VsOThWOagH8C8gCvIy13k,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Penguin Prison
7gQNLR8mykA1KjGClbPYHe,1161.3731689453125,139.12826538085938,7gQNLR8mykA1KjGClbPYHe,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,MNDR
2hPgGN4uhvXAxiXQBIXOmE,-2513.05029296875,817.2506103515625,2hPgGN4uhvXAxiXQBIXOmE,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,KIDS SEE GHOSTS
6fxyWrfmjcbj5d12gXeiNV,-2542.472412109375,685.839599609375,6fxyWrfmjcbj5d12gXeiNV,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Denzel Curry
0pu9LAsUMg8nhMK1hmiM5b,772.3378295898438,165.76431274414062,0pu9LAsUMg8nhMK1hmiM5b,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Seramic
5GCvt7F9cCFkCjeEpcmFfL,-644.5697631835938,-381.3290710449219,5GCvt7F9cCFkCjeEpcmFfL,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Holy White Hounds
2bUrt6Y7HCfgXEQG0W0TPU,-1026.486572265625,1555.04296875,2bUrt6Y7HCfgXEQG0W0TPU,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Scott Mellis
64M6ah0SkkRsnPGtGiRAbb,-1410.711181640625,972.17822265625,64M6ah0SkkRsnPGtGiRAbb,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Bebe Rexha
6AGUQK1EWK6nvN4pLIDQDQ,209.66673278808594,-676.6854248046875,6AGUQK1EWK6nvN4pLIDQDQ,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,The Mowgli's
2MuFzH1J5I6gGFYo2qhZmX,-707.3643188476562,-232.02792358398438,2MuFzH1J5I6gGFYo2qhZmX,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Ryn Weaver
3DiDSECUqqY1AuBP8qtaIa,-1350.248779296875,1406.195068359375,3DiDSECUqqY1AuBP8qtaIa,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Alicia Keys
4Om4kO491KUeVkwTLiVQq3,406.4276428222656,-1106.591796875,4Om4kO491KUeVkwTLiVQq3,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Dresses
10exVja0key0uqUkk6LJRT,-299.0098876953125,317.7365417480469,10exVja0key0uqUkk6LJRT,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Vance Joy
5cTn7jRVGqTdmgMW75FIal,823.0098266601562,-731.2893676757812,5cTn7jRVGqTdmgMW75FIal,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Wild Cub
2NjfBq1NflQcKSeiDooVjY,-1017.9016723632812,988.5928955078125,2NjfBq1NflQcKSeiDooVjY,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Tones And I
02seUFsFQP7TH4hLrTj77o,-758.8565063476562,622.3284301757812,02seUFsFQP7TH4hLrTj77o,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Nathaniel Rateliff & The Night Sweats
7EQ0qTo7fWT7DPxmxtSYEc,100.23778533935547,-102.69058227539062,7EQ0qTo7fWT7DPxmxtSYEc,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Bastille
1y07gMlsfAdz2KOvZzyUTB,-1312.10400390625,1313.5357666015625,1y07gMlsfAdz2KOvZzyUTB,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,SAFIA
3AHFDfqhSqPBecjQDIOIJA,-156.8741455078125,1347.7354736328125,3AHFDfqhSqPBecjQDIOIJA,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,U.S. Girls
6f0hUHWLOCxCSDQMtdVAS7,-13.578231811523438,1441.20654296875,6f0hUHWLOCxCSDQMtdVAS7,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Shwayze
0INDB6Snts5NDbzh8jC3lk,-324.57421875,-751.6564331054688,0INDB6Snts5NDbzh8jC3lk,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Run River North
1U1el3k54VvEUzo3ybLPlM,-2242.953857421875,212.6905517578125,1U1el3k54VvEUzo3ybLPlM,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Kali Uchis
4wHZkzWXD9GPr4RQAYjUcv,139.35910034179688,414.9754943847656,4wHZkzWXD9GPr4RQAYjUcv,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Wild Belle
4l1cKWYW591xnwEGxpUg3J,654.5382690429688,456.9850769042969,4l1cKWYW591xnwEGxpUg3J,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Miike Snow
4mLJ3XfOM5FPjSAWdQ2Jk7,127.39349365234375,654.285400390625,4mLJ3XfOM5FPjSAWdQ2Jk7,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Dr. Dog
7pW390CJdmhakvtcGZIqGP,203.65475463867188,704.7774658203125,7pW390CJdmhakvtcGZIqGP,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Tanlines
0bZCak2tcRMY1dzEIuwF42,1389.822265625,812.6331787109375,0bZCak2tcRMY1dzEIuwF42,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,The Heavy
648kpaANsUr1HABoE4mkPw,-58.41460418701172,128.48513793945312,648kpaANsUr1HABoE4mkPw,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Houses
3oKRxpszQKUjjaHz388fVA,1589.2315673828125,1760.685791015625,3oKRxpszQKUjjaHz388fVA,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Parcels
4EnEZVjo3w1cwcQYePccay,-3361.090087890625,1373.3746337890625,4EnEZVjo3w1cwcQYePccay,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,N.W.A.
1G9G7WwrXka3Z1r7aIDjI7,-1133.26904296875,1713.4951171875,1G9G7WwrXka3Z1r7aIDjI7,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Outkast
0ubGY2CcC0tvR0eE6hJaT8,-1203.29443359375,-773.1287231445312,0ubGY2CcC0tvR0eE6hJaT8,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Charlie Burg
0p5axeJsbtTCXBrRVoKjwu,518.5645751953125,1147.859619140625,0p5axeJsbtTCXBrRVoKjwu,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,The Drums
6zVFRTB0Y1whWyH7ZNmywf,-980.3522338867188,1480.849853515625,6zVFRTB0Y1whWyH7ZNmywf,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Tash Sultana
7wg1qvie3KqDNQbAkTdbX0,-894.8314208984375,179.77049255371094,7wg1qvie3KqDNQbAkTdbX0,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Louis The Child
3mIj9lX2MWuHmhNCA7LSCW,-864.6704711914062,-572.895263671875,3mIj9lX2MWuHmhNCA7LSCW,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,The 1975
11wRdbnoYqRddKBrpHt4Ue,1302.7518310546875,1131.38330078125,11wRdbnoYqRddKBrpHt4Ue,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Kasabian
0hSgRl2U8kSaJLE2Di325f,-85.88436889648438,606.923828125,0hSgRl2U8kSaJLE2Di325f,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Bad Sounds
59oA5WbbQvomJz2BuRG071,1332.6522216796875,1575.931884765625,59oA5WbbQvomJz2BuRG071,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Jungle
0CkbPVBpOwwz9NPPglFKyq,-1528.2947998046875,510.08795166015625,0CkbPVBpOwwz9NPPglFKyq,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,RAY BLK
6zvul52xwTWzilBZl6BUbT,993.8021850585938,1931.644775390625,6zvul52xwTWzilBZl6BUbT,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Pixies
4EMtGVFvfCSrEmWaGV0roE,-2085.62060546875,929.3728637695312,4EMtGVFvfCSrEmWaGV0roE,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Theophilus London
6hOxW1tuM0aJHaI3FEXWeA,-47.816192626953125,340.8774719238281,6hOxW1tuM0aJHaI3FEXWeA,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Nico Yaryan
3sk9GNYRthjLjrZDflxhiB,592.7528686523438,-1126.819580078125,3sk9GNYRthjLjrZDflxhiB,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Priory
3pTE9iaJTkWns3mxpNQlJV,676.7993774414062,878.1852416992188,3pTE9iaJTkWns3mxpNQlJV,"{'Splitter Z-Level': '0', 'Component ID': '0', 'Computed Z-Level': '0'}","rgb(0,0,0)",10.0,Bombay Bicycle Club
